Moldova,Israel,1,2,3.58,3.21,2.02
Switzerland,Luxembourg,1,2,1.03,11.24,46.97
Albania,Malta,3,0,1.30,4.70,9.66
Portugal,Denmark,2,3,1.54,3.65,6.20
Sweden,Hungary,2,1,1.46,3.82,7.06
FYRMacedonia,Scotland,1,0,2.68,3.13,2.59
Norway,Iceland,2,2,1.36,4.27,8.47
Cyprus,Italy,1,2,10.89,5.23,1.24
Georgia,Ireland,1,2,4.68,3.38,1.74
Montenegro,Bulgaria,2,2,3.64,3.29,1.98
Austria,France,3,1,5.19,3.44,1.65
Romania,Lithuania,0,3,1.27,4.78,10.20
Serbia,FaroeIslands,2,0,1.02,11.64,43.25
Andorra,England,0,2,51.05,12.71,1.02
Croatia,Kazakhstan,3,0,1.09,7.82,20.94
Ukraine,Belarus,1,0,1.46,3.78,7.09
Armenia,Turkey,0,2,6.28,3.67,1.52
Belgium,Estonia,3,2,1.25,5.02,10.88
Spain,Bosnia&Herzegovina,1,0,1.15,6.25,15.80
Liechtenstein,Germany,0,6,39.98,11.74,1.02
Wales,Azerbaijan,1,0,1.34,4.27,9.00
Poland,Slovenia,1,1,1.51,3.66,6.50
Slovakia,NorthernIreland,2,1,1.85,3.33,4.13
Israel,Switzerland,2,2,2.27,3.15,2.98
Luxembourg,Greece,0,3,20.39,8.09,1.09
Moldova,Latvia,1,2,2.19,3.21,3.14
Albania,Sweden,0,0,5.40,3.50,1.62
Hungary,Denmark,0,0,3.19,3.23,2.14
Malta,Portugal,0,4,21.95,8.17,1.08
Kazakhstan,Andorra,3,0,1.20,5.43,12.17
